environment,safe,cf_mode,row_id,y_factual,y_cf_mean,causal_effect_mean,target_agent,cf_agent,n_samples
code_generation,False,replay,36,1.0,1.0,0.0,FILES,CEO,1
code_generation,False,replay,37,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,38,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,39,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,40,1.0,1.0,0.0,FILES,CEO,1
code_generation,False,replay,41,1.0,1.0,0.0,FILES,CEO,1
code_generation,False,replay,42,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,43,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,44,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,45,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,46,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,47,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,48,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,49,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,50,1.0,1.0,0.0,FILES,CEO,1
code_generation,False,replay,51,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,52,0.0,0.0,0.0,FILES,CEO,1
code_generation,False,replay,53,1.0,1.0,0.0, EXECUTER,CEO,1
code_generation,False,replay,54,0.0,0.0,0.0, EXECUTER,CEO,1
code_generation,True,baseline,0,1.0,0.0,-1.0,PROGRAMMER,CEO,1
code_generation,True,baseline,1,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,2,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,3,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,4,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,5,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,6,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,7,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,8,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,9,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,10,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,11,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,12,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,13,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,14,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,15,1.0,1.0,0.0,BROWSER,CEO,1
code_generation,True,baseline,16,1.0,1.0,0.0,BROWSER,CEO,1
code_generation,True,baseline,17,1.0,1.0,0.0,BROWSER,CEO,1
code_generation,True,baseline,18,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,19,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,20,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,24,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,25,0.0,1.0,1.0,PROGRAMMER,CEO,1
code_generation,True,baseline,26,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,baseline,27,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,28,1.0,0.0,-1.0,FILES,CEO,1
code_generation,True,baseline,29,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,30,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,31,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,32,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,33,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,34,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,35,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,36,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,37,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,38,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,39,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,40,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,41,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,42,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,43,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,44,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,45,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,46,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,47,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,48,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,49,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,50,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,baseline,51,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,52,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,baseline,53,1.0,1.0,0.0, EXECUTER,CEO,1
code_generation,True,baseline,54,0.0,0.0,0.0, EXECUTER,CEO,1
code_generation,True,replay,0,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,1,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,2,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,3,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,4,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,5,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,6,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,7,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,8,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,9,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,10,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,11,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,12,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,13,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,14,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,15,1.0,1.0,0.0,BROWSER,CEO,1
code_generation,True,replay,16,1.0,1.0,0.0,BROWSER,CEO,1
code_generation,True,replay,17,1.0,1.0,0.0,BROWSER,CEO,1
code_generation,True,replay,18,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,19,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,20,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,24,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,25,0.0,0.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,26,1.0,1.0,0.0,PROGRAMMER,CEO,1
code_generation,True,replay,27,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,28,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,29,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,30,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,31,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,32,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,33,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,34,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,35,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,36,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,37,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,38,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,39,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,40,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,41,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,42,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,43,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,44,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,45,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,46,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,47,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,48,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,49,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,50,1.0,1.0,0.0,FILES,CEO,1
code_generation,True,replay,51,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,52,0.0,0.0,0.0,FILES,CEO,1
code_generation,True,replay,53,1.0,1.0,0.0, EXECUTER,CEO,1
code_generation,True,replay,54,0.0,0.0,0.0, EXECUTER,CEO,1
financial_article_writing,False,baseline,0,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,1,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,2,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,3,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,4,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,5,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,6,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,7,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,8,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,9,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,10,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,11,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,12,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,13,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,14,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,15,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,16,0.0,1.0,1.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,17,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,18,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,19,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,20,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,21,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,22,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,23,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,24,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,25,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,26,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,False,baseline,27,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,28,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,29,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,30,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,31,1.0,0.0,-1.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,32,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,33,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,34,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,35,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,36,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,37,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,38,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,39,0.0,1.0,1.0,CHIEF_EDITOR/EDITOR,EDITOR,1
financial_article_writing,False,baseline,40,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,41,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,42,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,43,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,44,0.0,1.0,1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,45,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,46,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,47,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,48,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,49,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,50,1.0,0.0,-1.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,51,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,52,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,53,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,54,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,55,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,56,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,57,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,False,baseline,58,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,CHIEF_EDITOR,1
financial_article_writing,False,baseline,59,1.0,0.0,-1.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,60,1.0,0.0,-1.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,61,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,62,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,63,0.0,0.0,0.0,WRITER,CHIEF_EDITOR,1
financial_article_writing,False,baseline,64,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,False,baseline,65,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,0,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,1,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,2,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,3,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,4,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,5,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,6,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,7,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,8,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,9,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,10,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,11,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,12,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,13,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,14,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,15,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,16,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,17,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,18,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,19,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,20,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,21,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,22,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,23,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,24,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,25,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,26,0.0,0.0,0.0,IMAGE_GENERATOR,RESEARCHER,1
financial_article_writing,True,baseline,27,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,28,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,29,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,30,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,31,1.0,0.0,-1.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,32,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,33,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,34,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,35,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,36,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,37,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,38,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,39,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,40,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,41,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,42,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,43,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,44,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,45,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,46,1.0,1.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,47,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,48,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,49,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,50,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,51,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,52,0.0,0.0,0.0,WRITER,RESEARCHER,1
financial_article_writing,True,baseline,53,1.0,0.0,-1.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,54,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
financial_article_writing,True,baseline,55,0.0,0.0,0.0,CHIEF_EDITOR/EDITOR,RESEARCHER,1
