row_id,call_idx,y_factual,y_cf_mean,causal_effect_mean,n_samples,target_agent,cf_agent
3,5,1.0,1.0,0.0,1,ANSWER,agent_0
3,6,1.0,1.0,0.0,1,ANSWER,agent_1
3,7,1.0,1.0,0.0,1,ANSWER,agent_2
3,8,1.0,1.0,0.0,1,ANSWER,agent_3
3,9,1.0,1.0,0.0,1,ANSWER,agent_4
3,10,1.0,1.0,0.0,1,ANSWER,agent_0
3,11,1.0,1.0,0.0,1,ANSWER,agent_1
3,12,1.0,1.0,0.0,1,ANSWER,agent_2
3,13,1.0,1.0,0.0,1,ANSWER,agent_3
4,0,0.0,0.0,0.0,1,ANSWER,agent_0
4,1,0.0,0.0,0.0,1,ANSWER,agent_1
4,2,0.0,0.0,0.0,1,ANSWER,agent_2
4,3,0.0,0.0,0.0,1,ANSWER,agent_3
4,4,0.0,0.0,0.0,1,ANSWER,agent_4
4,5,0.0,0.0,0.0,1,ANSWER,agent_0
4,6,0.0,0.0,0.0,1,ANSWER,agent_1
4,7,0.0,0.0,0.0,1,ANSWER,agent_2
4,8,0.0,0.0,0.0,1,ANSWER,agent_3
4,9,0.0,0.0,0.0,1,ANSWER,agent_4
4,10,0.0,0.0,0.0,1,ANSWER,agent_0
4,11,0.0,0.0,0.0,1,ANSWER,agent_1
4,12,0.0,0.0,0.0,1,ANSWER,agent_2
4,13,0.0,0.0,0.0,1,ANSWER,agent_3
5,0,0.0,0.0,0.0,1,ANSWER,agent_0
5,1,0.0,0.0,0.0,1,ANSWER,agent_1
5,2,0.0,0.0,0.0,1,ANSWER,agent_2
5,3,0.0,0.0,0.0,1,ANSWER,agent_3
5,4,0.0,0.0,0.0,1,ANSWER,agent_4
5,5,0.0,0.0,0.0,1,ANSWER,agent_0
5,6,0.0,0.0,0.0,1,ANSWER,agent_1
5,7,0.0,0.0,0.0,1,ANSWER,agent_2
5,8,0.0,0.0,0.0,1,ANSWER,agent_3
5,9,0.0,0.0,0.0,1,ANSWER,agent_4
5,10,0.0,0.0,0.0,1,ANSWER,agent_0
5,11,0.0,0.0,0.0,1,ANSWER,agent_1
5,12,0.0,0.0,0.0,1,ANSWER,agent_2
5,13,0.0,0.0,0.0,1,ANSWER,agent_3
6,0,0.0,0.0,0.0,1,ANSWER,agent_0
6,1,0.0,0.0,0.0,1,ANSWER,agent_1
6,2,0.0,0.0,0.0,1,ANSWER,agent_2
6,3,0.0,0.0,0.0,1,ANSWER,agent_3
6,4,0.0,0.0,0.0,1,ANSWER,agent_4
6,5,0.0,0.0,0.0,1,ANSWER,agent_0
6,6,0.0,0.0,0.0,1,ANSWER,agent_1
6,7,0.0,0.0,0.0,1,ANSWER,agent_2
6,8,0.0,0.0,0.0,1,ANSWER,agent_3
6,9,0.0,0.0,0.0,1,ANSWER,agent_4
6,10,0.0,0.0,0.0,1,ANSWER,agent_0
6,11,0.0,0.0,0.0,1,ANSWER,agent_1
6,12,0.0,0.0,0.0,1,ANSWER,agent_2
6,13,0.0,0.0,0.0,1,ANSWER,agent_3
7,0,0.0,0.0,0.0,1,ANSWER,agent_0
7,1,0.0,0.0,0.0,1,ANSWER,agent_1
7,2,0.0,0.0,0.0,1,ANSWER,agent_2
7,3,0.0,0.0,0.0,1,ANSWER,agent_3
7,4,0.0,0.0,0.0,1,ANSWER,agent_4
7,5,0.0,0.0,0.0,1,ANSWER,agent_0
7,6,0.0,0.0,0.0,1,ANSWER,agent_1
7,7,0.0,0.0,0.0,1,ANSWER,agent_2
7,8,0.0,0.0,0.0,1,ANSWER,agent_3
7,9,0.0,0.0,0.0,1,ANSWER,agent_4
7,10,0.0,0.0,0.0,1,ANSWER,agent_0
7,11,0.0,0.0,0.0,1,ANSWER,agent_1
7,12,0.0,0.0,0.0,1,ANSWER,agent_2
7,13,0.0,0.0,0.0,1,ANSWER,agent_3
8,0,0.0,0.0,0.0,1,CONTAINS,agent_0
8,1,0.0,0.0,0.0,1,CONTAINS,agent_1
8,2,0.0,0.0,0.0,1,CONTAINS,agent_2
8,3,0.0,0.0,0.0,1,CONTAINS,agent_3
8,4,0.0,0.0,0.0,1,CONTAINS,agent_4
8,5,0.0,0.0,0.0,1,CONTAINS,agent_0
8,6,0.0,0.0,0.0,1,CONTAINS,agent_1
8,7,0.0,0.0,0.0,1,CONTAINS,agent_2
8,8,0.0,0.0,0.0,1,CONTAINS,agent_3
8,9,0.0,0.0,0.0,1,CONTAINS,agent_4
8,10,0.0,0.0,0.0,1,CONTAINS,agent_0
8,11,0.0,0.0,0.0,1,CONTAINS,agent_1
8,12,0.0,0.0,0.0,1,CONTAINS,agent_2
8,13,0.0,0.0,0.0,1,CONTAINS,agent_3
9,0,0.0,0.0,0.0,1,CONTAINS,agent_0
9,1,0.0,0.0,0.0,1,CONTAINS,agent_1
9,2,0.0,0.0,0.0,1,CONTAINS,agent_2
9,3,0.0,0.0,0.0,1,CONTAINS,agent_3
9,4,0.0,0.0,0.0,1,CONTAINS,agent_4
9,5,0.0,0.0,0.0,1,CONTAINS,agent_0
9,6,0.0,0.0,0.0,1,CONTAINS,agent_1
9,7,0.0,0.0,0.0,1,CONTAINS,agent_2
9,8,0.0,0.0,0.0,1,CONTAINS,agent_3
9,9,0.0,0.0,0.0,1,CONTAINS,agent_4
9,10,0.0,0.0,0.0,1,CONTAINS,agent_0
9,11,0.0,0.0,0.0,1,CONTAINS,agent_1
9,12,0.0,0.0,0.0,1,CONTAINS,agent_2
9,13,0.0,0.0,0.0,1,CONTAINS,agent_3
10,0,0.0,0.0,0.0,1,CONTAINS,agent_0
10,1,0.0,0.0,0.0,1,CONTAINS,agent_1
10,2,0.0,0.0,0.0,1,CONTAINS,agent_2
10,3,0.0,0.0,0.0,1,CONTAINS,agent_3
10,4,0.0,0.0,0.0,1,CONTAINS,agent_4
10,5,0.0,0.0,0.0,1,CONTAINS,agent_0
10,6,0.0,0.0,0.0,1,CONTAINS,agent_1
10,7,0.0,0.0,0.0,1,CONTAINS,agent_2
10,8,0.0,0.0,0.0,1,CONTAINS,agent_3
10,9,0.0,0.0,0.0,1,CONTAINS,agent_4
10,10,0.0,0.0,0.0,1,CONTAINS,agent_0
10,11,0.0,0.0,0.0,1,CONTAINS,agent_1
10,12,0.0,0.0,0.0,1,CONTAINS,agent_2
10,13,0.0,0.0,0.0,1,CONTAINS,agent_3
11,0,0.0,0.0,0.0,1,ANSWER,agent_0
11,1,0.0,0.0,0.0,1,ANSWER,agent_1
11,2,0.0,0.0,0.0,1,ANSWER,agent_2
11,3,0.0,0.0,0.0,1,ANSWER,agent_3
11,4,0.0,0.0,0.0,1,ANSWER,agent_4
11,5,0.0,0.0,0.0,1,ANSWER,agent_0
11,6,0.0,0.0,0.0,1,ANSWER,agent_1
11,7,0.0,0.0,0.0,1,ANSWER,agent_2
11,8,0.0,0.0,0.0,1,ANSWER,agent_3
11,9,0.0,0.0,0.0,1,ANSWER,agent_4
11,10,0.0,0.0,0.0,1,ANSWER,agent_0
11,11,0.0,0.0,0.0,1,ANSWER,agent_1
11,12,0.0,0.0,0.0,1,ANSWER,agent_2
11,13,0.0,0.0,0.0,1,ANSWER,agent_3
12,0,1.0,1.0,0.0,1,ANSWER,agent_0
12,1,1.0,1.0,0.0,1,ANSWER,agent_1
12,2,1.0,1.0,0.0,1,ANSWER,agent_2
12,3,1.0,1.0,0.0,1,ANSWER,agent_3
12,4,1.0,1.0,0.0,1,ANSWER,agent_4
12,5,1.0,1.0,0.0,1,ANSWER,agent_0
12,6,1.0,1.0,0.0,1,ANSWER,agent_1
12,7,1.0,1.0,0.0,1,ANSWER,agent_2
12,8,1.0,1.0,0.0,1,ANSWER,agent_3
12,9,1.0,1.0,0.0,1,ANSWER,agent_4
12,10,1.0,1.0,0.0,1,ANSWER,agent_0
12,11,1.0,1.0,0.0,1,ANSWER,agent_1
12,12,1.0,1.0,0.0,1,ANSWER,agent_2
12,13,1.0,1.0,0.0,1,ANSWER,agent_3
13,0,1.0,1.0,0.0,1,ANSWER,agent_0
13,1,1.0,1.0,0.0,1,ANSWER,agent_1
13,2,1.0,1.0,0.0,1,ANSWER,agent_2
13,3,1.0,1.0,0.0,1,ANSWER,agent_3
13,4,1.0,1.0,0.0,1,ANSWER,agent_4
13,5,1.0,1.0,0.0,1,ANSWER,agent_0
13,6,1.0,1.0,0.0,1,ANSWER,agent_1
13,7,1.0,1.0,0.0,1,ANSWER,agent_2
13,8,1.0,1.0,0.0,1,ANSWER,agent_3
13,9,1.0,1.0,0.0,1,ANSWER,agent_4
13,10,1.0,1.0,0.0,1,ANSWER,agent_0
13,11,1.0,1.0,0.0,1,ANSWER,agent_1
13,12,1.0,1.0,0.0,1,ANSWER,agent_2
13,13,1.0,1.0,0.0,1,ANSWER,agent_3
14,0,1.0,1.0,0.0,1,ANSWER,agent_0
14,1,1.0,1.0,0.0,1,ANSWER,agent_1
14,2,1.0,1.0,0.0,1,ANSWER,agent_2
14,3,1.0,1.0,0.0,1,ANSWER,agent_3
14,4,1.0,1.0,0.0,1,ANSWER,agent_4
14,5,1.0,1.0,0.0,1,ANSWER,agent_0
14,6,1.0,1.0,0.0,1,ANSWER,agent_1
14,7,1.0,1.0,0.0,1,ANSWER,agent_2
14,8,1.0,1.0,0.0,1,ANSWER,agent_3
14,9,1.0,1.0,0.0,1,ANSWER,agent_4
14,10,1.0,1.0,0.0,1,ANSWER,agent_0
14,11,1.0,1.0,0.0,1,ANSWER,agent_1
14,12,1.0,1.0,0.0,1,ANSWER,agent_2
14,13,1.0,1.0,0.0,1,ANSWER,agent_3
15,0,1.0,1.0,0.0,1,ANSWER,agent_0
15,1,1.0,1.0,0.0,1,ANSWER,agent_1
15,2,1.0,1.0,0.0,1,ANSWER,agent_2
15,3,1.0,1.0,0.0,1,ANSWER,agent_3
15,4,1.0,1.0,0.0,1,ANSWER,agent_4
15,5,1.0,1.0,0.0,1,ANSWER,agent_0
15,6,1.0,1.0,0.0,1,ANSWER,agent_1
15,7,1.0,1.0,0.0,1,ANSWER,agent_2
15,8,1.0,1.0,0.0,1,ANSWER,agent_3
15,9,1.0,1.0,0.0,1,ANSWER,agent_4
15,10,1.0,1.0,0.0,1,ANSWER,agent_0
15,11,1.0,1.0,0.0,1,ANSWER,agent_1
15,12,1.0,1.0,0.0,1,ANSWER,agent_2
15,13,1.0,1.0,0.0,1,ANSWER,agent_3
16,0,1.0,1.0,0.0,1,ANSWER,agent_0
16,1,1.0,1.0,0.0,1,ANSWER,agent_1
16,2,1.0,1.0,0.0,1,ANSWER,agent_2
16,3,1.0,1.0,0.0,1,ANSWER,agent_3
16,4,1.0,1.0,0.0,1,ANSWER,agent_4
16,5,1.0,1.0,0.0,1,ANSWER,agent_0
16,6,1.0,1.0,0.0,1,ANSWER,agent_1
16,7,1.0,1.0,0.0,1,ANSWER,agent_2
16,8,1.0,1.0,0.0,1,ANSWER,agent_3
16,9,1.0,1.0,0.0,1,ANSWER,agent_4
16,10,1.0,1.0,0.0,1,ANSWER,agent_0
16,11,1.0,1.0,0.0,1,ANSWER,agent_1
16,12,1.0,1.0,0.0,1,ANSWER,agent_2
16,13,1.0,1.0,0.0,1,ANSWER,agent_3
17,0,0.0,0.0,0.0,1,CONTAINS,agent_0
17,1,0.0,0.0,0.0,1,CONTAINS,agent_1
17,2,0.0,0.0,0.0,1,CONTAINS,agent_2
17,3,0.0,0.0,0.0,1,CONTAINS,agent_3
17,4,0.0,0.0,0.0,1,CONTAINS,agent_4
17,5,0.0,0.0,0.0,1,CONTAINS,agent_0
17,6,0.0,0.0,0.0,1,CONTAINS,agent_1
17,7,0.0,0.0,0.0,1,CONTAINS,agent_2
17,8,0.0,0.0,0.0,1,CONTAINS,agent_3
17,9,0.0,0.0,0.0,1,CONTAINS,agent_4
17,10,0.0,0.0,0.0,1,CONTAINS,agent_0
17,11,0.0,0.0,0.0,1,CONTAINS,agent_1
17,12,0.0,0.0,0.0,1,CONTAINS,agent_2
17,13,0.0,0.0,0.0,1,CONTAINS,agent_3
